,date,temperature
409,2017-11-27 03:43:37,15.75
410,2017-11-27 03:48:39,15.75
411,2017-11-27 03:53:40,15.75
412,2017-11-27 03:58:42,15.75
413,2017-11-27 04:03:43,15.6875
414,2017-11-27 04:08:45,15.6875
415,2017-11-27 04:13:47,15.6875
416,2017-11-27 04:18:48,15.6875
417,2017-11-27 04:23:50,15.6875
418,2017-11-27 04:28:52,15.625
419,2017-11-27 04:33:53,15.625
420,2017-11-27 04:38:55,15.625
421,2017-11-27 04:43:56,15.625
422,2017-11-27 04:48:58,15.625
423,2017-11-27 04:53:59,15.625
424,2017-11-27 04:59:01,15.625
425,2017-11-27 05:04:02,15.625
426,2017-11-27 05:09:04,15.625
427,2017-11-27 05:14:06,15.625
428,2017-11-27 05:19:07,15.625
429,2017-11-27 05:24:09,15.5625
430,2017-11-27 05:29:11,15.5625
431,2017-11-27 05:34:12,15.5625
432,2017-11-27 05:39:14,15.5625
433,2017-11-27 05:44:15,-129.0
434,2017-11-27 05:49:17,15.625
435,2017-11-27 05:54:19,15.625
436,2017-11-27 05:59:20,15.625
437,2017-11-27 06:04:22,15.625
438,2017-11-27 06:09:23,15.625
439,2017-11-27 06:14:25,15.625
440,2017-11-27 06:19:27,15.625
441,2017-11-27 06:24:28,15.625
442,2017-11-27 06:29:30,15.625
443,2017-11-27 06:34:31,15.6875
444,2017-11-27 06:39:33,15.6875
445,2017-11-27 06:44:35,15.6875
446,2017-11-27 06:49:36,15.6875
447,2017-11-27 06:54:38,15.6875
448,2017-11-27 06:59:40,15.6875
449,2017-11-27 07:04:41,15.6875
450,2017-11-27 07:09:43,15.6875
451,2017-11-27 07:14:44,15.6875
452,2017-11-27 07:19:46,15.6875
453,2017-11-27 07:24:47,15.6875
454,2017-11-27 07:29:49,15.6875
455,2017-11-27 07:34:51,15.6875
456,2017-11-27 07:39:53,15.75
457,2017-11-27 07:44:54,15.8125
458,2017-11-27 07:49:55,15.8125
459,2017-11-27 07:54:57,15.875
460,2017-11-27 07:59:59,15.875
461,2017-11-27 08:05:00,15.875
462,2017-11-27 08:10:02,-129.0
463,2017-11-27 08:15:03,15.9375
464,2017-11-27 08:20:05,15.875
465,2017-11-27 08:25:07,15.875
466,2017-11-27 08:30:08,15.875
467,2017-11-27 08:35:10,15.9375
468,2017-11-27 08:40:11,15.9375
469,2017-11-27 08:45:13,15.9375
470,2017-11-27 08:50:15,15.875
471,2017-11-27 08:55:16,15.9375
472,2017-11-27 09:00:18,15.875
473,2017-11-27 09:05:19,15.875
474,2017-11-27 09:10:21,15.875
475,2017-11-27 09:15:23,15.8125
476,2017-11-27 09:20:24,15.8125
477,2017-11-27 09:25:26,15.8125
478,2017-11-27 09:30:27,15.8125
479,2017-11-27 09:35:29,15.8125
480,2017-11-27 09:40:30,15.75
481,2017-11-27 09:45:32,15.75
482,2017-11-27 09:50:34,15.75
483,2017-11-27 09:55:35,15.75
484,2017-11-27 10:00:37,15.75
485,2017-11-27 10:05:38,15.75
486,2017-11-27 10:10:40,15.6875
487,2017-11-27 10:15:42,15.6875
488,2017-11-27 10:20:43,15.6875
489,2017-11-27 10:25:45,15.6875
490,2017-11-27 10:30:47,15.6875
491,2017-11-27 10:35:48,15.6875
492,2017-11-27 10:40:50,15.6875
493,2017-11-27 10:45:51,15.625
494,2017-11-27 10:50:53,15.6875
495,2017-11-27 10:55:55,15.625
496,2017-11-27 11:00:56,15.625
497,2017-11-27 11:05:58,15.625
498,2017-11-27 11:10:59,15.5625
499,2017-11-27 11:16:01,15.625
500,2017-11-27 11:21:02,15.625
501,2017-11-27 11:26:04,15.5625
502,2017-11-27 11:31:06,15.5625
503,2017-11-27 11:36:07,15.5625
504,2017-11-27 11:41:09,15.5625
505,2017-11-27 11:46:10,15.5625
506,2017-11-27 11:51:12,15.5625
507,2017-11-27 11:56:14,15.5
508,2017-11-27 12:01:15,15.5
509,2017-11-27 12:06:17,15.5
510,2017-11-27 12:11:18,15.5
511,2017-11-27 12:16:20,15.5
512,2017-11-27 12:21:21,15.5
513,2017-11-27 12:26:23,15.5
514,2017-11-27 12:31:25,15.4375
515,2017-11-27 12:36:26,15.4375
516,2017-11-27 12:41:28,15.4375
517,2017-11-27 12:46:29,15.4375
518,2017-11-27 12:51:31,15.4375
